Player Name                        ;Ping ;Kill ;Assist ;Death ;MVP ;Accuracy ;Score ;Map            ;Date                ;Wait time ;Match duration ; ; ;
Ilesis                             ;36   ;5    ;4      ;9     ;1   ;40       ;14    ;Vertigo        ;2020-03-10 14:53:59 ;00:57     ;15:00          ; ; ;
Bishter_ZZZ                        ;43   ;9    ;2      ;9     ;3   ;55       ;24    ;Overpass       ;2020-03-10 14:35:59 ;01:07     ;13:34          ; ; ;
софтер.                            ;100  ;8    ;0      ;11    ;4   ;75       ;16    ;Overpass       ;2020-03-10 14:35:59 ;01:07     ;13:34          ; ; ;
Loviflo                            ;14   ;14   ;4      ;9     ;8   ;57       ;32    ;Overpass       ;2020-03-10 14:35:59 ;01:07     ;13:34          ; ; ;
Ilesis                             ;26   ;6    ;2      ;8     ;1   ;16       ;16    ;Overpass       ;2020-03-10 14:35:59 ;01:07     ;13:34          ; ; ;
Javiii7                            ;7    ;11   ;5      ;12    ;4   ;54       ;28    ;Overpass       ;2020-03-10 14:16:07 ;00:58     ;15:51          ; ; ;
ElShowDeMerku                      ;5    ;8    ;1      ;8     ;4   ;12       ;23    ;Overpass       ;2020-03-10 14:16:07 ;00:58     ;15:51          ; ; ;
Ilesis                             ;25   ;11   ;1      ;8     ;4   ;36       ;25    ;Overpass       ;2020-03-10 14:16:07 ;00:58     ;15:51          ; ; ;
Loviflo                            ;15   ;9    ;1      ;11    ;4   ;44       ;22    ;Overpass       ;2020-03-10 14:16:07 ;00:58     ;15:51          ; ; ;
Loviflo                            ;12   ;11   ;2      ;11    ;6   ;54       ;27    ;Vertigo        ;2020-03-09 18:46:55 ;00:13     ;17:38          ; ; ;
Ilesis                             ;14   ;10   ;1      ;6     ;3   ;20       ;23    ;Vertigo        ;2020-03-09 18:46:55 ;00:13     ;17:38          ; ; ;
Kakashi Hatake                     ;31   ;10   ;2      ;12    ;4   ;45       ;24    ;Vertigo        ;2020-03-09 18:46:55 ;00:13     ;17:38          ; ; ;
shorttikiss                        ;47   ;6    ;0      ;10    ;2   ;16       ;19    ;Vertigo        ;2020-03-09 18:46:55 ;00:13     ;17:38          ; ; ;
ZEF1R                              ;62   ;9    ;1      ;10    ;2   ;60       ;19    ;Nuke           ;2020-03-09 18:29:51 ;00:16     ;14:18          ; ; ;
ProstoKEK CS.FAIL                  ;44   ;8    ;2      ;9     ;6   ;62       ;18    ;Nuke           ;2020-03-09 18:29:51 ;00:16     ;14:18          ; ; ;
Loviflo                            ;27   ;12   ;3      ;8     ;5   ;58       ;27    ;Nuke           ;2020-03-09 18:29:51 ;00:16     ;14:18          ; ; ;
Ilesis                             ;27   ;6    ;3      ;10    ;3   ;33       ;15    ;Nuke           ;2020-03-09 18:29:51 ;00:16     ;14:18          ; ; ;
Rimaru™                            ;62   ;5    ;2      ;9     ;2   ;60       ;12    ;Rialto         ;2020-03-09 18:11:35 ;01:34     ;07:11          ; ; ;
Cereal                             ;58   ;2    ;2      ;10    ;0   ;33       ;11    ;Rialto         ;2020-03-09 18:11:35 ;01:34     ;07:11          ; ; ;
Loviflo                            ;31   ;12   ;1      ;3     ;7   ;16       ;25    ;Rialto         ;2020-03-09 18:11:35 ;01:34     ;07:11          ; ; ;
Ilesis                             ;32   ;6    ;2      ;5     ;2   ;50       ;14    ;Rialto         ;2020-03-09 18:11:35 ;01:34     ;07:11          ; ; ;
Loviflo                            ;28   ;10   ;2      ;10    ;3   ;60       ;22    ;Train          ;2020-03-09 17:54:15 ;00:43     ;11:41          ; ; ;
Ilesis                             ;22   ;9    ;0      ;10    ;5   ;44       ;18    ;Train          ;2020-03-09 17:54:15 ;00:43     ;11:41          ; ; ;
CemS                               ;57   ;10   ;1      ;9     ;5   ;40       ;23    ;Train          ;2020-03-09 17:54:15 ;00:43     ;11:41          ; ; ;
[Msf]-The Roex                     ;79   ;10   ;1      ;10    ;3   ;40       ;21    ;Train          ;2020-03-09 17:54:15 ;00:43     ;11:41          ; ; ;
Anelix                             ;66   ;14   ;2      ;4     ;9   ;21       ;30    ;Rialto         ;2020-03-08 15:12:39 ;00:23     ;09:58          ; ; ;
Just_Perfect                       ;52   ;7    ;4      ;8     ;0   ;85       ;18    ;Rialto         ;2020-03-08 15:12:39 ;00:23     ;09:58          ; ; ;
Ilesis                             ;35   ;8    ;0      ;11    ;2   ;37       ;16    ;Rialto         ;2020-03-08 15:12:39 ;00:23     ;09:58          ; ; ;
Loviflo                            ;30   ;4    ;2      ;10    ;2   ;50       ;10    ;Rialto         ;2020-03-08 15:12:39 ;00:23     ;09:58          ; ; ;
Ilesis                             ;28   ;9    ;2      ;9     ;3   ;44       ;20    ;Inferno        ;2020-03-06 18:44:47 ;00:41     ;09:49          ; ; ;
Loviflo                            ;15   ;7    ;3      ;11    ;3   ;28       ;19    ;Inferno        ;2020-03-06 18:44:47 ;00:41     ;09:49          ; ; ;
𝓙𝓸𝓸𝓷𝓪✪                        ;46   ;12   ;2      ;8     ;5   ;8        ;28    ;Inferno        ;2020-03-06 18:44:47 ;00:41     ;09:49          ; ; ;
𝓜𝓪𝓻𝓽𝓽𝓲✪                      ;63   ;8    ;3      ;8     ;4   ;25       ;23    ;Inferno        ;2020-03-06 18:44:47 ;00:41     ;09:49          ; ; ;
Hokage                             ;28   ;15   ;1      ;9     ;6   ;20       ;33    ;Nuke           ;2020-03-06 18:29:43 ;00:59     ;12:19          ; ; ;
Bardak                             ;28   ;5    ;1      ;11    ;2   ;20       ;13    ;Nuke           ;2020-03-06 18:29:43 ;00:59     ;12:19          ; ; ;
Loviflo                            ;15   ;12   ;1      ;11    ;6   ;58       ;25    ;Nuke           ;2020-03-06 18:29:43 ;00:59     ;12:19          ; ; ;
Ilesis                             ;25   ;7    ;4      ;10    ;2   ;25       ;18    ;Nuke           ;2020-03-06 18:29:43 ;00:59     ;12:19          ; ; ;
Loviflo                            ;15   ;16   ;0      ;6     ;8   ;29       ;34    ;Vertigo        ;2020-03-06 18:12:24 ;01:41     ;14:01          ; ; ;
Ilesis                             ;26   ;4    ;3      ;11    ;1   ;25       ;11    ;Vertigo        ;2020-03-06 18:12:24 ;01:41     ;14:01          ; ; ;
*Yorgun*                           ;61   ;13   ;1      ;9     ;5   ;46       ;27    ;Vertigo        ;2020-03-06 18:12:24 ;01:41     ;14:01          ; ; ;
I am thirsty                       ;72   ;3    ;5      ;12    ;1   ;33       ;11    ;Vertigo        ;2020-03-06 18:12:24 ;01:41     ;14:01          ; ; ;
shyxx                              ;49   ;9    ;1      ;10    ;4   ;66       ;24    ;Nuke           ;2020-03-06 17:47:43 ;01:32     ;14:37          ; ; ;
Kresh                              ;49   ;2    ;2      ;11    ;0   ;0        ;6     ;Nuke           ;2020-03-06 17:47:43 ;01:32     ;14:37          ; ; ;
Ilesis                             ;29   ;11   ;2      ;5     ;4   ;9        ;26    ;Nuke           ;2020-03-06 17:47:43 ;01:32     ;14:37          ; ; ;
Loviflo                            ;27   ;10   ;5      ;6     ;5   ;50       ;26    ;Nuke           ;2020-03-06 17:47:43 ;01:32     ;14:37          ; ; ;
Ilesis                             ;27   ;12   ;5      ;11    ;4   ;50       ;35    ;Lake           ;2020-03-06 17:30:55 ;00:13     ;13:03          ; ; ;
Loviflo                            ;15   ;9    ;3      ;12    ;3   ;22       ;24    ;Lake           ;2020-03-06 17:30:55 ;00:13     ;13:03          ; ; ;
IKY YouTube KeyDrop.com            ;22   ;17   ;0      ;7     ;7   ;64       ;41    ;Lake           ;2020-03-06 17:30:55 ;00:13     ;13:03          ; ; ;
GЯΛDIX adiomigames.com             ;44   ;6    ;3      ;14    ;2   ;83       ;19    ;Lake           ;2020-03-06 17:30:55 ;00:13     ;13:03          ; ; ;
Ilesis                             ;31   ;13   ;2      ;9     ;5   ;46       ;30    ;Rialto         ;2020-03-06 17:16:15 ;00:21     ;11:29          ; ; ;
Loviflo                            ;31   ;9    ;4      ;10    ;4   ;55       ;24    ;Rialto         ;2020-03-06 17:16:15 ;00:21     ;11:29          ; ; ;
FroN1k CS.FAIL csgorun.pro         ;44   ;13   ;0      ;9     ;6   ;15       ;29    ;Rialto         ;2020-03-06 17:16:15 ;00:21     ;11:29          ; ; ;
ТВОЙ БУХОЙ БАТЯ                    ;47   ;6    ;3      ;13    ;0   ;0        ;17    ;Rialto         ;2020-03-06 17:16:15 ;00:21     ;11:29          ; ; ;
xareSS                             ;92   ;16   ;1      ;8     ;9   ;43       ;38    ;Nuke           ;2020-02-29 19:51:15 ;00:39     ;11:25          ; ; ;
ValianT                            ;105  ;5    ;1      ;8     ;0   ;60       ;11    ;Nuke           ;2020-02-29 19:51:15 ;00:39     ;11:25          ; ; ;
Ilesis                             ;24   ;9    ;1      ;10    ;2   ;55       ;19    ;Nuke           ;2020-02-29 19:51:15 ;00:39     ;11:25          ; ; ;
Loviflo                            ;22   ;7    ;1      ;11    ;4   ;0        ;15    ;Nuke           ;2020-02-29 19:51:15 ;00:39     ;11:25          ; ; ;
Loviflo                            ;27   ;11   ;1      ;10    ;6   ;27       ;26    ;Wingm Shortdus ;2020-02-29 19:32:51 ;00:16     ;14:38          ; ; ;
Ilesis                             ;27   ;6    ;3      ;11    ;2   ;33       ;18    ;Wingm Shortdus ;2020-02-29 19:32:51 ;00:16     ;14:38          ; ; ;
spleksi                            ;111  ;11   ;2      ;8     ;4   ;63       ;26    ;Wingm Shortdus ;2020-02-29 19:32:51 ;00:16     ;14:38          ; ; ;
S.K.R.I.M.E.R                      ;72   ;10   ;1      ;9     ;4   ;40       ;24    ;Wingm Shortdus ;2020-02-29 19:32:51 ;00:16     ;14:38          ; ; ;
Актив                              ;74   ;12   ;2      ;6     ;5   ;33       ;29    ;Overpass       ;2020-02-29 19:19:31 ;01:03     ;09:59          ; ; ;
Lax                                ;76   ;7    ;2      ;6     ;4   ;28       ;16    ;Overpass       ;2020-02-29 19:19:31 ;01:03     ;09:59          ; ; ;
Loviflo                            ;27   ;7    ;2      ;9     ;3   ;28       ;16    ;Overpass       ;2020-02-29 19:19:31 ;01:03     ;09:59          ; ; ;
Ilesis                             ;28   ;5    ;3      ;10    ;2   ;40       ;13    ;Overpass       ;2020-02-29 19:19:31 ;01:03     ;09:59          ; ; ;
Loviflo                            ;31   ;13   ;1      ;4     ;8   ;53       ;27    ;Cobblestone    ;2020-02-29 19:04:59 ;01:36     ;10:19          ; ; ;
Ilesis                             ;31   ;7    ;0      ;4     ;1   ;42       ;14    ;Cobblestone    ;2020-02-29 19:04:59 ;01:36     ;10:19          ; ; ;
SKRIPI                             ;65   ;7    ;0      ;9     ;3   ;42       ;14    ;Cobblestone    ;2020-02-29 19:04:59 ;01:36     ;10:19          ; ; ;
Залупа ежа                         ;64   ;1    ;0      ;11    ;0   ;100      ;2     ;Cobblestone    ;2020-02-29 19:04:59 ;01:36     ;10:19          ; ; ;
Loviflo                            ;15   ;12   ;2      ;5     ;7   ;38       ;26    ;Vertigo        ;2020-02-29 18:50:03 ;01:38     ;10:32          ; ; ;
Ilesis                             ;27   ;4    ;0      ;4     ;2   ;0        ;10    ;Vertigo        ;2020-02-29 18:50:03 ;01:38     ;10:32          ; ; ;
Shaggy UwU                         ;37   ;3    ;0      ;9     ;1   ;25       ;10    ;Vertigo        ;2020-02-29 18:50:03 ;01:38     ;10:32          ; ; ;
✮XanTraX✮                          ;17   ;4    ;1      ;9     ;2   ;25       ;9     ;Vertigo        ;2020-02-29 18:50:03 ;01:38     ;10:32          ; ; ;
_SeRgO_mAcHiNe_                    ;88   ;4    ;0      ;9     ;1   ;50       ;8     ;Lake           ;2020-02-29 18:36:51 ;00:33     ;07:01          ; ; ;
\./\./\?kэm4ik?/\./\./\            ;111  ;2    ;0      ;10    ;0   ;50       ;4     ;Lake           ;2020-02-29 18:36:51 ;00:33     ;07:01          ; ; ;
Loviflo                            ;14   ;11   ;1      ;2     ;4   ;27       ;25    ;Lake           ;2020-02-29 18:36:51 ;00:33     ;07:01          ; ; ;
Ilesis                             ;27   ;8    ;2      ;4     ;5   ;50       ;21    ;Lake           ;2020-02-29 18:36:51 ;00:33     ;07:01          ; ; ;
Tomas Shelby                       ;52   ;6    ;1      ;10    ;1   ;16       ;15    ;Lake           ;2020-02-29 18:22:51 ;01:16     ;09:49          ; ; ;
s1rex csgetto.bet                  ;55   ;4    ;3      ;9     ;1   ;25       ;11    ;Lake           ;2020-02-29 18:22:51 ;01:16     ;09:49          ; ; ;
Loviflo                            ;27   ;10   ;1      ;5     ;3   ;10       ;25    ;Lake           ;2020-02-29 18:22:51 ;01:16     ;09:49          ; ; ;
Ilesis                             ;37   ;9    ;0      ;5     ;6   ;55       ;18    ;Lake           ;2020-02-29 18:22:51 ;01:16     ;09:49          ; ; ;
Ilesis                             ;17   ;12   ;3      ;7     ;7   ;41       ;30    ;Lake           ;2020-02-29 18:07:40 ;03:13     ;11:42          ; ; ;
Loviflo                            ;15   ;8    ;2      ;9     ;2   ;37       ;18    ;Lake           ;2020-02-29 18:07:40 ;03:13     ;11:42          ; ; ;
[XYX]KURWAPTENCZIKcsgorun.pro      ;69   ;9    ;1      ;10    ;3   ;66       ;19    ;Lake           ;2020-02-29 18:07:40 ;03:13     ;11:42          ; ; ;
[XYX]пророк Олег                   ;58   ;7    ;1      ;10    ;2   ;14       ;17    ;Lake           ;2020-02-29 18:07:40 ;03:13     ;11:42          ; ; ;
xGrany_cz                          ;57   ;9    ;1      ;10    ;5   ;11       ;19    ;Inferno        ;2020-02-29 17:50:11 ;01:14     ;10:59          ; ; ;
Bl@cK                              ;75   ;7    ;0      ;11    ;2   ;71       ;16    ;Inferno        ;2020-02-29 17:50:11 ;01:14     ;10:59          ; ; ;
Loviflo                            ;15   ;13   ;2      ;8     ;7   ;38       ;30    ;Inferno        ;2020-02-29 17:50:11 ;01:14     ;10:59          ; ; ;
Ilesis                             ;26   ;8    ;2      ;8     ;2   ;12       ;21    ;Inferno        ;2020-02-29 17:50:11 ;01:14     ;10:59          ; ; ;
Loviflo                            ;27   ;15   ;1      ;7     ;7   ;33       ;37    ;Rialto         ;2020-02-29 17:34:51 ;01:08     ;10:45          ; ; ;
Ilesis                             ;26   ;5    ;2      ;9     ;2   ;0        ;13    ;Rialto         ;2020-02-29 17:34:51 ;01:08     ;10:45          ; ; ;
YND-Foundation|bunny_revolution    ;37   ;12   ;0      ;9     ;5   ;75       ;33    ;Rialto         ;2020-02-29 17:34:51 ;01:08     ;10:45          ; ; ;
Bl@cK                              ;76   ;4    ;1      ;11    ;1   ;50       ;11    ;Rialto         ;2020-02-29 17:34:51 ;01:08     ;10:45          ; ; ;
TOMATO|EricRaswo                   ;42   ;11   ;2      ;6     ;6   ;36       ;25    ;Overpass       ;2020-02-15 16:20:41 ;01:24     ;11:06          ; ; ;
🔺ElRuster🔺                       ;31   ;9    ;4      ;6     ;3   ;11       ;25    ;Overpass       ;2020-02-15 16:20:41 ;01:24     ;11:06          ; ; ;
Ilesis                             ;24   ;6    ;0      ;9     ;1   ;66       ;15    ;Overpass       ;2020-02-15 16:20:41 ;01:24     ;11:06          ; ; ;
Loviflo                            ;13   ;6    ;1      ;11    ;4   ;50       ;13    ;Overpass       ;2020-02-15 16:20:41 ;01:24     ;11:06          ; ; ;
Huligan❤                           ;46   ;11   ;0      ;1     ;6   ;0        ;22    ;Inferno        ;2020-02-15 16:08:32 ;00:21     ;05:39          ; ; ;
Aza972                             ;38   ;6    ;3      ;4     ;3   ;14       ;15    ;Inferno        ;2020-02-15 16:08:32 ;00:21     ;05:39          ; ; ;
Ilesis                             ;30   ;2    ;2      ;9     ;0   ;0        ;6     ;Inferno        ;2020-02-15 16:08:32 ;00:21     ;05:39          ; ; ;
Loviflo                            ;27   ;2    ;1      ;9     ;0   ;0        ;5     ;Inferno        ;2020-02-15 16:08:32 ;00:21     ;05:39          ; ; ;
McFlurry♠                          ;36   ;10   ;1      ;2     ;6   ;20       ;23    ;Inferno        ;2020-02-15 15:56:01 ;01:17     ;09:39          ; ; ;
Mcnugget                           ;37   ;9    ;2      ;7     ;3   ;77       ;20    ;Inferno        ;2020-02-15 15:56:01 ;01:17     ;09:39          ; ; ;
Loviflo                            ;27   ;4    ;1      ;10    ;0   ;50       ;13    ;Inferno        ;2020-02-15 15:56:01 ;01:17     ;09:39          ; ; ;
Ilesis                             ;15   ;5    ;1      ;9     ;2   ;60       ;12    ;Inferno        ;2020-02-15 15:56:01 ;01:17     ;09:39          ; ; ;
Loviflo                            ;30   ;6    ;1      ;9     ;2   ;33       ;13    ;Train          ;2020-02-15 15:43:21 ;01:29     ;08:42          ; ; ;
Ilesis                             ;38   ;2    ;0      ;9     ;0   ;50       ;4     ;Train          ;2020-02-15 15:43:21 ;01:29     ;08:42          ; ; ;
Xsan                               ;64   ;11   ;0      ;3     ;4   ;45       ;22    ;Train          ;2020-02-15 15:43:21 ;01:29     ;08:42          ; ; ;
Chuck Norris :p                    ;31   ;7    ;1      ;5     ;5   ;28       ;17    ;Train          ;2020-02-15 15:43:21 ;01:29     ;08:42          ; ; ;
𐌑ｒ. Ｂｏｇυｓlαv                      ;37   ;16   ;0      ;7     ;9   ;25       ;32    ;Cobblestone    ;2020-02-15 15:28:02 ;00:28     ;11:18          ; ; ;
KetumS                             ;32   ;5    ;5      ;10    ;0   ;40       ;17    ;Cobblestone    ;2020-02-15 15:28:02 ;00:28     ;11:18          ; ; ;
Loviflo                            ;27   ;12   ;2      ;10    ;5   ;16       ;29    ;Cobblestone    ;2020-02-15 15:28:02 ;00:28     ;11:18          ; ; ;
Ilesis                             ;29   ;5    ;2      ;11    ;1   ;40       ;12    ;Cobblestone    ;2020-02-15 15:28:02 ;00:28     ;11:18          ; ; ;
Loviflo                            ;27   ;13   ;2      ;10    ;6   ;30       ;30    ;Overpass       ;2020-02-15 11:55:21 ;01:17     ;14:28          ; ; ;
Ilesis                             ;25   ;6    ;1      ;10    ;2   ;16       ;15    ;Overpass       ;2020-02-15 11:55:21 ;01:17     ;14:28          ; ; ;
Sv3n.                              ;128  ;12   ;1      ;10    ;7   ;33       ;27    ;Overpass       ;2020-02-15 11:55:21 ;01:17     ;14:28          ; ; ;
~bl4ck|aim.exe? keydrop.com        ;122  ;7    ;0      ;10    ;1   ;25       ;14    ;Overpass       ;2020-02-15 11:55:21 ;01:17     ;14:28          ; ; ;
Loviflo                            ;34   ;7    ;2      ;11    ;1   ;57       ;16    ;Nuke           ;2020-02-15 11:40:24 ;00:39     ;11:11          ; ; ;
Ilesis                             ;33   ;5    ;1      ;11    ;4   ;20       ;11    ;Nuke           ;2020-02-15 11:40:24 ;00:39     ;11:11          ; ; ;
-4乇尺ㄒ卂 (´• ω •`)                   ;58   ;11   ;1      ;5     ;6   ;25       ;25    ;Nuke           ;2020-02-15 11:40:24 ;00:39     ;11:11          ; ; ;
💜💜💜                             ;126  ;10   ;4      ;8     ;3   ;50       ;24    ;Nuke           ;2020-02-15 11:40:24 ;00:39     ;11:11          ; ; ;
Loviflo                            ;28   ;15   ;1      ;8     ;7   ;40       ;37    ;Train          ;2020-02-15 11:16:49 ;01:04     ;16:49          ; ; ;
Ilesis                             ;28   ;3    ;3      ;13    ;1   ;50       ;13    ;Train          ;2020-02-15 11:16:49 ;01:04     ;16:49          ; ; ;
GucciMane66                        ;64   ;10   ;3      ;10    ;3   ;80       ;29    ;Train          ;2020-02-15 11:16:49 ;01:04     ;16:49          ; ; ;
zmuliq                             ;69   ;10   ;1      ;9     ;5   ;40       ;27    ;Train          ;2020-02-15 11:16:49 ;01:04     ;16:49          ; ; ;
Loviflo                            ;12   ;8    ;0      ;10    ;3   ;0        ;16    ;Train          ;2020-02-14 17:48:08 ;00:26     ;09:20          ; ; ;
Ilesis                             ;0    ;2    ;0      ;4     ;0   ;0        ;0     ;Train          ;2020-02-14 17:48:08 ;00:26     ;09:20          ; ; ;
1nfamou$                           ;79   ;8    ;4      ;5     ;4   ;11       ;20    ;Train          ;2020-02-14 17:48:08 ;00:26     ;09:20          ; ; ;
Davidaa_WoW                        ;63   ;8    ;3      ;5     ;4   ;50       ;19    ;Train          ;2020-02-14 17:48:08 ;00:26     ;09:20          ; ; ;
Bu8R                               ;84   ;6    ;1      ;9     ;1   ;50       ;16    ;Train          ;2020-02-14 17:32:33 ;01:36     ;10:55          ; ; ;
Tokit                              ;31   ;6    ;0      ;10    ;4   ;33       ;14    ;Train          ;2020-02-14 17:32:33 ;01:36     ;10:55          ; ; ;
Ilesis                             ;40   ;12   ;2      ;6     ;4   ;66       ;26    ;Train          ;2020-02-14 17:32:33 ;01:36     ;10:55          ; ; ;
Loviflo                            ;15   ;7    ;2      ;6     ;5   ;28       ;16    ;Train          ;2020-02-14 17:32:33 ;01:36     ;10:55          ; ; ;
NDA                                ;47   ;10   ;1      ;1     ;3   ;40       ;25    ;Lake           ;2020-02-14 17:21:37 ;01:08     ;06:45          ; ; ;
Anal Destroyer                     ;38   ;8    ;2      ;7     ;6   ;37       ;18    ;Lake           ;2020-02-14 17:21:37 ;01:08     ;06:45          ; ; ;
Loviflo                            ;23   ;6    ;1      ;9     ;0   ;50       ;13    ;Lake           ;2020-02-14 17:21:37 ;01:08     ;06:45          ; ; ;
Ilesis                             ;31   ;2    ;2      ;9     ;0   ;50       ;10    ;Lake           ;2020-02-14 17:21:37 ;01:08     ;06:45          ; ; ;
Hdbesti                            ;15   ;7    ;1      ;10    ;3   ;28       ;16    ;Lake           ;2020-02-12 17:46:56 ;01:09     ;11:28          ; ; ;
Bez cooldownu kurň                 ;0    ;0    ;1      ;6     ;1   ;100      ;5     ;Lake           ;2020-02-12 17:46:56 ;01:09     ;11:28          ; ; ;
Loviflo                            ;31   ;12   ;1      ;6     ;8   ;46       ;31    ;Lake           ;2020-02-12 17:46:56 ;01:09     ;11:28          ; ; ;
Ilesis                             ;46   ;6    ;2      ;6     ;1   ;14       ;14    ;Lake           ;2020-02-12 17:46:56 ;01:09     ;11:28          ; ; ;
Loviflo                            ;31   ;14   ;2      ;7     ;5   ;35       ;33    ;Cobblestone    ;2020-02-12 17:31:04 ;01:02     ;12:04          ; ; ;
Ilesis                             ;40   ;8    ;1      ;11    ;4   ;37       ;17    ;Cobblestone    ;2020-02-12 17:31:04 ;01:02     ;12:04          ; ; ;
sapnu puas                         ;23   ;10   ;2      ;10    ;3   ;60       ;27    ;Cobblestone    ;2020-02-12 17:31:04 ;01:02     ;12:04          ; ; ;
ᵉᵖᵒʳⁿᵉʳ                            ;29   ;8    ;1      ;12    ;3   ;62       ;17    ;Cobblestone    ;2020-02-12 17:31:04 ;01:02     ;12:04          ; ; ;
Loviflo                            ;30   ;5    ;0      ;9     ;2   ;0        ;10    ;Train          ;2020-02-11 18:06:29 ;00:11     ;08:33          ; ; ;
Ilesis                             ;34   ;2    ;2      ;11    ;0   ;50       ;6     ;Train          ;2020-02-11 18:06:29 ;00:11     ;08:33          ; ; ;
@@Wódeczko wódeczko$$              ;5    ;10   ;3      ;4     ;5   ;60       ;26    ;Train          ;2020-02-11 18:06:29 ;00:11     ;08:33          ; ; ;
Malin                              ;24   ;10   ;0      ;3     ;4   ;30       ;20    ;Train          ;2020-02-11 18:06:29 ;00:11     ;08:33          ; ; ;
cona cona miau miau                ;42   ;19   ;0      ;6     ;9   ;36       ;40    ;Train          ;2020-02-11 17:49:24 ;01:04     ;13:54          ; ; ;
BOrdasss                           ;39   ;5    ;2      ;8     ;0   ;40       ;12    ;Train          ;2020-02-11 17:49:24 ;01:04     ;13:54          ; ; ;
Loviflo                            ;10   ;8    ;2      ;10    ;5   ;50       ;20    ;Train          ;2020-02-11 17:49:24 ;01:04     ;13:54          ; ; ;
Ilesis                             ;25   ;6    ;1      ;14    ;1   ;83       ;13    ;Train          ;2020-02-11 17:49:24 ;01:04     ;13:54          ; ; ;
Васька Обама                       ;108  ;12   ;0      ;10    ;1   ;25       ;25    ;Nuke           ;2020-02-11 17:33:00 ;01:16     ;11:44          ; ; ;
♕Kakashi Hatake♕                   ;30   ;7    ;5      ;12    ;5   ;14       ;23    ;Nuke           ;2020-02-11 17:33:00 ;01:16     ;11:44          ; ; ;
Loviflo                            ;26   ;12   ;1      ;10    ;4   ;25       ;26    ;Nuke           ;2020-02-11 17:33:00 ;01:16     ;11:44          ; ; ;
Ilesis                             ;14   ;10   ;2      ;9     ;5   ;30       ;24    ;Nuke           ;2020-02-11 17:33:00 ;01:16     ;11:44          ; ; ;
Loviflo                            ;22   ;14   ;2      ;8     ;6   ;42       ;34    ;Inferno        ;2020-02-09 19:42:04 ;00:44     ;10:11          ; ; ;
Ilesis                             ;25   ;10   ;5      ;10    ;3   ;20       ;25    ;Inferno        ;2020-02-09 19:42:04 ;00:44     ;10:11          ; ; ;
vladimireputin                     ;41   ;9    ;2      ;12    ;5   ;77       ;22    ;Inferno        ;2020-02-09 19:42:04 ;00:44     ;10:11          ; ; ;
OptiShift                          ;88   ;9    ;0      ;12    ;1   ;22       ;22    ;Inferno        ;2020-02-09 19:42:04 ;00:44     ;10:11          ; ; ;
Ex1st                              ;14   ;7    ;3      ;11    ;6   ;57       ;17    ;Inferno        ;2020-02-09 19:25:24 ;00:15     ;08:48          ; ; ;
El BiForso                         ;41   ;8    ;0      ;9     ;0   ;62       ;16    ;Inferno        ;2020-02-09 19:25:24 ;00:15     ;08:48          ; ; ;
Loviflo                            ;27   ;10   ;2      ;8     ;4   ;20       ;24    ;Inferno        ;2020-02-09 19:25:24 ;00:15     ;08:48          ; ; ;
Ilesis                             ;27   ;9    ;2      ;8     ;5   ;40       ;20    ;Inferno        ;2020-02-09 19:25:24 ;00:15     ;08:48          ; ; ;
zemax                              ;29   ;13   ;1      ;6     ;5   ;38       ;29    ;Nuke           ;2020-02-09 19:13:08 ;00:11     ;09:08          ; ; ;
CillitBangKalash                   ;41   ;8    ;4      ;8     ;4   ;50       ;22    ;Nuke           ;2020-02-09 19:13:08 ;00:11     ;09:08          ; ; ;
Loviflo                            ;15   ;7    ;0      ;9     ;4   ;37       ;14    ;Nuke           ;2020-02-09 19:13:08 ;00:11     ;09:08          ; ; ;
Ilesis                             ;26   ;6    ;1      ;13    ;2   ;50       ;13    ;Nuke           ;2020-02-09 19:13:08 ;00:11     ;09:08          ; ; ;
judge                              ;55   ;11   ;1      ;3     ;6   ;27       ;25    ;Overpass       ;2020-02-09 19:01:08 ;00:50     ;08:41          ; ; ;
Пустолуп Злоконс                   ;50   ;8    ;2      ;4     ;3   ;37       ;18    ;Overpass       ;2020-02-09 19:01:08 ;00:50     ;08:41          ; ; ;
Ilesis                             ;39   ;5    ;0      ;9     ;1   ;60       ;10    ;Overpass       ;2020-02-09 19:01:08 ;00:50     ;08:41          ; ; ;
Loviflo                            ;29   ;2    ;1      ;10    ;1   ;50       ;9     ;Overpass       ;2020-02-09 19:01:08 ;00:50     ;08:41          ; ; ;
Loviflo                            ;27   ;15   ;0      ;7     ;6   ;33       ;30    ;Cobblestone    ;2020-02-09 18:46:44 ;01:11     ;10:31          ; ; ;
Ilesis                             ;21   ;7    ;4      ;8     ;3   ;42       ;18    ;Cobblestone    ;2020-02-09 18:46:44 ;01:11     ;10:31          ; ; ;
Ghost Marine                       ;93   ;9    ;6      ;10    ;4   ;55       ;24    ;Cobblestone    ;2020-02-09 18:46:44 ;01:11     ;10:31          ; ; ;
hetalia01                          ;75   ;6    ;2      ;12    ;1   ;16       ;14    ;Cobblestone    ;2020-02-09 18:46:44 ;01:11     ;10:31          ; ; ;
Okra?                              ;56   ;9    ;2      ;6     ;5   ;33       ;24    ;Overpass       ;2020-02-09 18:29:25 ;01:14     ;09:09          ; ; ;
THE Kind Danishboy                 ;51   ;11   ;1      ;5     ;4   ;36       ;23    ;Overpass       ;2020-02-09 18:29:25 ;01:14     ;09:09          ; ; ;
